"age_days","L","M","S","sex"
730,1,10.7354878998728,0.191181465527239,"m"
731,1,10.7321989193982,0.191130598521504,"m"
732,1,10.7256209584491,0.191028864510036,"m"
733,1,10.7190429975,0.190927130498567,"m"
734,1,10.7124650365509,0.190825396487099,"m"
735,1,10.7058870756018,0.19072366247563,"m"
736,1,10.6993091146527,0.190621928464162,"m"
737,1,10.6927311537036,0.190520194452693,"m"
738,1,10.6861531927545,0.190418460441224,"m"
739,1,10.6795752318054,0.190316726429756,"m"
740,1,10.6729972708563,0.190214992418287,"m"
741,1,10.6664193099072,0.190113258406819,"m"
742,1,10.6598413489581,0.19001152439535,"m"
743,1,10.653263388009,0.189909790383882,"m"
744,1,10.64668542706,0.189808056372413,"m"
745,1,10.6401074661109,0.189706322360944,"m"
746,1,10.6335295051618,0.189604588349476,"m"
747,1,10.6269515442127,0.189502854338007,"m"
748,1,10.6203735832636,0.189401120326539,"m"
749,1,10.6137956223145,0.18929938631507,"m"
750,1,10.6072176613654,0.189197652303602,"m"
751,1,10.6006397004163,0.189095918292133,"m"
752,1,10.5940617394672,0.188994184280664,"m"
753,1,10.5874837785181,0.188892450269196,"m"
754,1,10.580905817569,0.188790716257727,"m"
755,1,10.5743278566199,0.188688982246259,"m"
756,1,10.5677498956708,0.18858724823479,"m"
757,1,10.5611719347217,0.188485514223322,"m"
758,1,10.5545939737726,0.188383780211853,"m"
759,1,10.5480160128235,0.188282046200384,"m"
760,1,10.5414380518744,0.188180312188916,"m"
761,1,10.5348600909253,0.188078578177447,"m"
762,1,10.5282821299762,0.187976844165979,"m"
763,1,10.5217041690271,0.18787511015451,"m"
764,1,10.515126208078,0.187773376143042,"m"
765,1,10.5085482471289,0.187671642131573,"m"
766,1,10.5019702861798,0.187569908120104,"m"
767,1,10.4953923252307,0.187468174108636,"m"
768,1,10.4888143642816,0.187366440097167,"m"
769,1,10.4822364033325,0.187264706085699,"m"
770,1,10.4756584423834,0.18716297207423,"m"
771,1,10.4690804814343,0.187061238062762,"m"
772,1,10.4625025204852,0.186959504051293,"m"
773,1,10.4559245595361,0.186857770039824,"m"
774,1,10.4493465985871,0.186756036028356,"m"
775,1,10.442768637638,0.186654302016887,"m"
776,1,10.4361906766889,0.186552568005419,"m"
777,1,10.4296127157398,0.18645083399395,"m"
778,1,10.4230347547907,0.186349099982482,"m"
