"age_days","L","M","S","sex"
0,0.8,3.36,0.145559798906439,"m"
1,0.8,3.38498288843258,0.145106267262151,"m"
2,0.8,3.40996577686516,0.144652735617862,"m"
3,0.8,3.43494866529774,0.144199203973574,"m"
4,0.8,3.45993155373032,0.143745672329286,"m"
5,0.8,3.4849144421629,0.143292140684997,"m"
6,0.8,3.50989733059548,0.142838609040709,"m"
7,0.8,3.53488021902806,0.142385077396421,"m"
8,0.8,3.55986310746064,0.141931545752133,"m"
9,0.8,3.58484599589322,0.141478014107844,"m"
10,0.8,3.6098288843258,0.141024482463556,"m"
11,0.8,3.63481177275838,0.140570950819268,"m"
12,0.8,3.65979466119096,0.140117419174979,"m"
13,0.8,3.68477754962355,0.139663887530691,"m"
14,0.8,3.70976043805613,0.139210355886403,"m"
15,0.8,3.73474332648871,0.138756824242115,"m"
16,0.8,3.75972621492129,0.138303292597826,"m"
17,0.8,3.78470910335387,0.137849760953538,"m"
18,0.8,3.80969199178645,0.13739622930925,"m"
19,0.8,3.83467488021903,0.136942697664961,"m"
20,0.8,3.85965776865161,0.136489166020673,"m"
21,0.8,3.88464065708419,0.136035634376385,"m"
22,0.8,3.90962354551677,0.135582102732097,"m"
23,0.8,3.93460643394935,0.135128571087808,"m"
24,0.8,3.95958932238193,0.13467503944352,"m"
25,0.8,3.98457221081451,0.134221507799232,"m"
26,0.8,4.00955509924709,0.133767976154943,"m"
27,0.8,4.03453798767967,0.133314444510655,"m"
28,0.8,4.05952087611225,0.132860912866367,"m"
29,0.8,4.08450376454483,0.132407381222079,"m"
30,0.798650616726059,4.10865719634053,0.132070584134375,"m"
31,0.796920779403477,4.132576389068,0.131766756285666,"m"
32,0.7951912730975,4.15649490266953,0.131463031814258,"m"
33,0.793462283772516,4.18041235561372,0.13115946879729,"m"
34,0.791733997392909,4.20432836636913,0.130856125311895,"m"
35,0.790006599923065,4.22824255340435,0.130553059435212,"m"
36,0.788280277327368,4.25215453518796,0.130250329244375,"m"
37,0.786555215570206,4.27606393018853,0.129947992816521,"m"
