"age_days","L","M","S","sex"
730,-0.624,16.482,0.0795,"m"
731,-0.624366872005476,16.4813292265572,0.079498932238193,"m"
732,-0.625100616016427,16.4799876796715,0.0794967967145791,"m"
733,-0.625834360027378,16.4786461327858,0.0794946611909651,"m"
734,-0.62656810403833,16.4773045859001,0.0794925256673511,"m"
735,-0.627301848049281,16.4759630390144,0.0794903901437372,"m"
736,-0.628035592060233,16.4746214921287,0.0794882546201232,"m"
737,-0.628769336071184,16.473279945243,0.0794861190965092,"m"
738,-0.629503080082136,16.4719383983573,0.0794839835728953,"m"
739,-0.630236824093087,16.4705968514716,0.0794818480492813,"m"
740,-0.630970568104038,16.4692553045859,0.0794797125256674,"m"
741,-0.63170431211499,16.4679137577002,0.0794775770020534,"m"
742,-0.632438056125941,16.4665722108145,0.0794754414784394,"m"
743,-0.633171800136893,16.4652306639288,0.0794733059548255,"m"
744,-0.633905544147844,16.4638891170431,0.0794711704312115,"m"
745,-0.634639288158795,16.4625475701574,0.0794690349075975,"m"
746,-0.635373032169747,16.4612060232717,0.0794668993839836,"m"
747,-0.636106776180698,16.459864476386,0.0794647638603696,"m"
748,-0.63684052019165,16.4585229295003,0.0794626283367556,"m"
749,-0.637574264202601,16.4571813826146,0.0794604928131417,"m"
750,-0.638308008213552,16.455839835729,0.0794583572895277,"m"
751,-0.639041752224504,16.4544982888433,0.0794562217659138,"m"
752,-0.639775496235455,16.4531567419576,0.0794540862422998,"m"
753,-0.640509240246407,16.4518151950719,0.0794519507186858,"m"
754,-0.641242984257358,16.4504736481862,0.0794498151950719,"m"
755,-0.641976728268309,16.4491321013005,0.0794476796714579,"m"
756,-0.642710472279261,16.4477905544148,0.0794455441478439,"m"
757,-0.643444216290212,16.4464490075291,0.07944340862423,"m"
758,-0.644177960301164,16.4451074606434,0.079441273100616,"m"
759,-0.644911704312115,16.4437659137577,0.0794391375770021,"m"
760,-0.645645448323066,16.442424366872,0.0794370020533881,"m"
761,-0.646379192334018,16.4410828199863,0.0794348665297741,"m"
762,-0.647112936344969,16.4397412731006,0.0794327310061602,"m"
763,-0.647846680355921,16.4383997262149,0.0794305954825462,"m"
764,-0.648580424366872,16.4370581793292,0.0794284599589322,"m"
765,-0.649314168377823,16.4357166324435,0.0794263244353183,"m"
766,-0.650047912388775,16.4343750855578,0.0794241889117043,"m"
767,-0.650781656399726,16.4330335386721,0.0794220533880903,"m"
768,-0.651515400410678,16.4316919917864,0.0794199178644764,"m"
769,-0.652249144421629,16.4303504449008,0.0794177823408624,"m"
770,-0.65298288843258,16.4290088980151,0.0794156468172485,"m"
771,-0.653716632443532,16.4276673511294,0.0794135112936345,"m"
772,-0.654450376454483,16.4263258042437,0.0794113757700205,"m"
773,-0.655184120465435,16.424984257358,0.0794092402464066,"m"
774,-0.655917864476386,16.4236427104723,0.0794071047227926,"m"
775,-0.656651608487337,16.4223011635866,0.0794049691991787,"m"
776,-0.657385352498289,16.4209596167009,0.0794028336755647,"m"
777,-0.65811909650924,16.4196180698152,0.0794006981519507,"m"
778,-0.658852840520192,16.4182765229295,0.0793985626283367,"m"
779,-0.659586584531143,16.4169349760438,0.0793964271047228,"m"
780,-0.660320328542094,16.4155934291581,0.0793942915811088,"m"
781,-0.661054072553046,16.4142518822724,0.0793921560574949,"m"
782,-0.661787816563997,16.4129103353867,0.0793900205338809,"m"
783,-0.662521560574949,16.411568788501,0.0793878850102669,"m"
784,-0.6632553045859,16.4102272416153,0.079385749486653,"m"
785,-0.663989048596851,16.4088856947296,0.079383613963039,"m"
786,-0.664722792607803,16.4075441478439,0.0793814784394251,"m"
787,-0.665456536618754,16.4062026009582,0.0793793429158111,"m"
788,-0.666190280629706,16.4048610540726,0.0793772073921971,"m"
789,-0.666924024640657,16.4035195071869,0.0793750718685832,"m"
790,-0.667657768651609,16.4021779603012,0.0793729363449692,"m"
791,-0.66839151266256,16.4008364134155,0.0793708008213552,"m"
792,-0.669125256673511,16.3994948665298,0.0793686652977413,"m"
