"age_days","L","M","S","sex"
0,0.5192,50.531,0.0376,"m"
1,0.5192,50.652954825462,0.0376229979466119,"m"
2,0.5192,50.774909650924,0.0376459958932238,"m"
3,0.5192,50.896864476386,0.0376689938398357,"m"
4,0.5192,51.018819301848,0.0376919917864476,"m"
5,0.5192,51.1407741273101,0.0377149897330595,"m"
6,0.5192,51.2627289527721,0.0377379876796715,"m"
7,0.5192,51.3846837782341,0.0377609856262834,"m"
8,0.5192,51.5066386036961,0.0377839835728953,"m"
9,0.5192,51.6285934291581,0.0378069815195072,"m"
10,0.5192,51.7505482546201,0.0378299794661191,"m"
11,0.5192,51.8725030800821,0.037852977412731,"m"
12,0.5192,51.9944579055441,0.0378759753593429,"m"
13,0.5192,52.1164127310062,0.0378989733059548,"m"
14,0.5192,52.2383675564682,0.0379219712525667,"m"
15,0.5192,52.3603223819302,0.0379449691991786,"m"
16,0.5192,52.4822772073922,0.0379679671457906,"m"
17,0.5192,52.6042320328542,0.0379909650924025,"m"
18,0.5192,52.7261868583162,0.0380139630390144,"m"
19,0.5192,52.8481416837782,0.0380369609856263,"m"
20,0.5192,52.9700965092402,0.0380599589322382,"m"
21,0.5192,53.0920513347023,0.0380829568788501,"m"
22,0.5192,53.2140061601643,0.038105954825462,"m"
23,0.5192,53.3359609856263,0.0381289527720739,"m"
24,0.5192,53.4579158110883,0.0381519507186858,"m"
25,0.5192,53.5798706365503,0.0381749486652977,"m"
26,0.5192,53.7018254620123,0.0381979466119097,"m"
27,0.5192,53.8237802874743,0.0382209445585216,"m"
28,0.5192,53.9457351129363,0.0382439425051335,"m"
29,0.5192,54.0676899383984,0.0382669404517454,"m"
30,0.5192,54.1896447638604,0.0382899383983573,"m"
31,0.5192,54.3126689272881,0.0382798991919273,"m"
32,0.5192,54.436516215641,0.0382441629705281,"m"
33,0.5192,54.5603392713875,0.0382084226507976,"m"
34,0.5192,54.6841225856595,0.0381726756098038,"m"
35,0.5192,54.8078506495888,0.0381369192246148,"m"
36,0.5192,54.9315079543073,0.0381011508722986,"m"
37,0.5192,55.0550789909469,0.038065367929923,"m"
38,0.5192,55.1785482506395,0.0380295677745563,"m"
39,0.5192,55.3019002245169,0.0379937477832662,"m"
40,0.5192,55.4251194037112,0.037957905333121,"m"
41,0.5192,55.548190279354,0.0379220378011884,"m"
42,0.5192,55.6710973425774,0.0378861425645366,"m"
43,0.5192,55.7938250845132,0.0378502170002336,"m"
44,0.5192,55.9163579962933,0.0378142584853472,"m"
45,0.5192,56.0386805690495,0.0377782643969456,"m"
46,0.5192,56.1607772939138,0.0377422321120968,"m"
47,0.5192,56.282632662018,0.0377061590078687,"m"
48,0.5192,56.4042311644941,0.0376700424613293,"m"
49,0.5192,56.5255572924738,0.0376338798495467,"m"
50,0.5192,56.6465955370892,0.0375976685495888,"m"
51,0.5192,56.767330389472,0.0375614059385236,"m"
52,0.5192,56.8877463407542,0.0375250893934192,"m"
53,0.5192,57.0078278820676,0.0374887162913435,"m"
54,0.5192,57.1275595045442,0.0374522840093645,"m"
55,0.5192,57.2469256993157,0.0374157899245503,"m"
56,0.5192,57.3659109575142,0.0373792314139688,"m"
57,0.5192,57.4844997702714,0.037342605854688,"m"
58,0.5192,57.6026766287192,0.0373059106237759,"m"
59,0.5192,57.7204260239897,0.0372691430983006,"m"
60,0.5192,57.8377324472145,0.03723230065533,"m"
61,0.5192,57.9545803923882,0.0371953806770551,"m"
62,0.5192,58.0709564288146,0.0371583842597794,"m"
63,0.5192,58.1868528593775,0.0371213227610034,"m"
64,0.5192,58.3022629687964,0.0370842092953871,"m"
65,0.5192,58.4171800417912,0.0370470569775906,"m"
66,0.5192,58.5315973630816,0.0370098789222739,"m"
67,0.5192,58.6455082173872,0.0369726882440969,"m"
68,0.5192,58.7589058894277,0.0369354980577196,"m"
69,0.5192,58.871783663923,0.0368983214778021,"m"
70,0.5192,58.9841348255927,0.0368611716190043,"m"
71,0.5192,59.0959526591566,0.0368240615959863,"m"
72,0.5192,59.2072304493343,0.0367870045234081,"m"
73,0.5192,59.3179614808456,0.0367500135159296,"m"
74,0.5192,59.4281390384102,0.036713101688211,"m"
75,0.5192,59.5377564067478,0.0366762821549121,"m"
76,0.5192,59.6468068705781,0.0366395680306929,"m"
77,0.5192,59.7552837146209,0.0366029724302136,"m"
78,0.5192,59.8631802235958,0.0365665084681341,"m"
79,0.5192,59.9704896822227,0.0365301892591143,"m"
80,0.5192,60.0772053752211,0.0364940279178144,"m"
81,0.5192,60.1833205873109,0.0364580375588942,"m"
82,0.5192,60.2888286032117,0.0364222312970139,"m"
83,0.5192,60.3937227076433,0.0363866222468334,"m"
