"age_days","L","M","S","sex"
913,1,9.3,0.139081941136943,"m"
914,1,9.29568788501027,0.139079569344472,"m"
915,1,9.29075975359343,0.139076858724504,"m"
916,1,9.28583162217659,0.139074148104537,"m"
917,1,9.28090349075975,0.13907143748457,"m"
918,1,9.27597535934292,0.139068726864602,"m"
919,1,9.27104722792608,0.139066016244635,"m"
920,1,9.26611909650924,0.139063305624668,"m"
921,1,9.2611909650924,0.139060595004701,"m"
922,1,9.25626283367557,0.139057884384733,"m"
923,1,9.25133470225873,0.139055173764766,"m"
924,1,9.24640657084189,0.139052463144799,"m"
925,1,9.24147843942505,0.139049752524831,"m"
926,1,9.23655030800821,0.139047041904864,"m"
927,1,9.23162217659138,0.139044331284897,"m"
928,1,9.22669404517454,0.13904162066493,"m"
929,1,9.2217659137577,0.139038910044962,"m"
930,1,9.21683778234086,0.139036199424995,"m"
931,1,9.21190965092403,0.139033488805028,"m"
932,1,9.20698151950719,0.13903077818506,"m"
933,1,9.20205338809035,0.139028067565093,"m"
934,1,9.19712525667351,0.139025356945126,"m"
935,1,9.19219712525667,0.139022646325159,"m"
936,1,9.18726899383984,0.139019935705191,"m"
937,1,9.182340862423,0.139017225085224,"m"
938,1,9.17741273100616,0.139014514465257,"m"
939,1,9.17248459958932,0.139011803845289,"m"
940,1,9.16755646817249,0.139009093225322,"m"
941,1,9.16262833675565,0.139006382605355,"m"
942,1,9.15770020533881,0.139003671985387,"m"
943,1,9.15277207392197,0.13900096136542,"m"
944,1,9.14784394250513,0.138998250745453,"m"
945,1,9.1429158110883,0.138995540125486,"m"
946,1,9.13798767967146,0.138992829505518,"m"
947,1,9.13305954825462,0.138990118885551,"m"
948,1,9.12813141683778,0.138987408265584,"m"
949,1,9.12320328542095,0.138984697645616,"m"
950,1,9.11827515400411,0.138981987025649,"m"
951,1,9.11334702258727,0.138979276405682,"m"
952,1,9.10841889117043,0.138976565785715,"m"
953,1,9.10349075975359,0.138973855165747,"m"
954,1,9.09856262833676,0.13897114454578,"m"
955,1,9.09363449691992,0.138968433925813,"m"
956,1,9.08870636550308,0.138965723305845,"m"
957,1,9.08377823408624,0.138963012685878,"m"
958,1,9.0788501026694,0.138960302065911,"m"
959,1,9.07392197125257,0.138957591445944,"m"
960,1,9.06899383983573,0.138954880825976,"m"
961,1,9.06406570841889,0.138952170206009,"m"
962,1,9.05913757700205,0.138949459586042,"m"
963,1,9.05420944558522,0.138946748966074,"m"
964,1,9.04928131416838,0.138944038346107,"m"
965,1,9.04435318275154,0.13894132772614,"m"
966,1,9.0394250513347,0.138938617106173,"m"
967,1,9.03449691991787,0.138935906486205,"m"
968,1,9.02956878850103,0.138933195866238,"m"
969,1,9.02464065708419,0.138930485246271,"m"
970,1,9.01971252566735,0.138927774626303,"m"
971,1,9.01478439425051,0.138925064006336,"m"
972,1,9.00985626283368,0.138922353386369,"m"
973,1,9.00492813141684,0.138919642766401,"m"
974,1,9,0.138916932146434,"m"
975,1,8.99507186858316,0.138914221526467,"m"
976,1,8.99014373716632,0.1389115109065,"m"
977,1,8.98521560574949,0.138908800286532,"m"
978,1,8.98028747433265,0.138906089666565,"m"
979,1,8.97535934291581,0.138903379046598,"m"
980,1,8.97043121149897,0.13890066842663,"m"
981,1,8.96550308008214,0.138897957806663,"m"
982,1,8.9605749486653,0.138895247186696,"m"
983,1,8.95564681724846,0.138892536566729,"m"
984,1,8.95071868583162,0.138889825946761,"m"
