__SVJCKHsex,__SVJCKHxvar,__SVJCKHl,__SVJCKHm,__SVJCKHs
1,17.167,-1.53,20.611,.11674
1,17.25,-1.526,20.656,.1167
1,17.333,-1.521,20.702,.11667
1,17.417,-1.517,20.746,.11663
1,17.5,-1.513,20.791,.1166
1,17.583,-1.5089999,20.836,.11657
1,17.667,-1.505,20.879,.11653
1,17.75,-1.501,20.923,.11649
1,17.833,-1.4960001,20.966999,.11646
1,17.917,-1.492,21.009001,.11642
1,18,-1.488,21.052,.11639
1,18.083,-1.484,21.094999,.11635
1,18.167,-1.48,21.136,.11631
1,18.25,-1.476,21.177999,.11628
1,18.333,-1.472,21.219999,.11624
1,18.417,-1.467,21.26,.1162
1,18.5,-1.4630001,21.301001,.11617
1,18.583,-1.459,21.341999,.11613
1,18.667,-1.455,21.382,.11609
1,18.75,-1.451,21.422001,.11605
1,18.833,-1.447,21.461,.11602
1,18.917,-1.443,21.500999,.11598
1,19,-1.439,21.540001,.11594
1,19.083,-1.4349999,21.577999,.11591
1,19.167,-1.431,21.617001,.11587
1,19.25,-1.427,21.655001,.11583
1,19.333,-1.423,21.693001,.1158
1,19.417,-1.419,21.73,.11576
1,19.5,-1.415,21.768,.11572
1,19.583,-1.4119999,21.805,.11569
1,19.667,-1.408,21.841999,.11565
1,19.75,-1.404,21.878,.11561
1,19.833,-1.4,21.914,.11558
1,19.917,-1.396,21.951,.11554
1,20,-1.392,21.986,.11551
2,.03832991,.50819999,13.4501,.097410001
2,.057494868,.42629999,13.9505,.096469998
2,.076659821,.3637,14.4208,.095770001
2,.083333336,.3448,14.5679,.095559999
2,.095824778,.31240001,14.8157,.095200002
2,.11498974,.26879999,15.138,.094719999
2,.13415469,.2306,15.4063,.094310001
2,.15331964,.19660001,15.6311,.093939997
2,.16666667,.1749,15.7679,.093709998
2,.17248461,.16580001,15.8232,.093610004
2,.19164956,.13770001,15.9874,.093319997
2,.21081451,.1118,16.127701,.093039997
2,.22997947,.087700002,16.248501,.09279
2,.24914442,.065200001,16.3531,.092550002
2,.25,.064300001,16.357401,.092540003
2,.33333334,-.019099999,16.6703,.09166
2,.41666666,-.086400002,16.8386,.090960003
2,.5,-.1429,16.9083,.090360001
2,.58333331,-.19159999,16.902,.089840002
2,.66666669,-.2344,16.840401,.089390002
2,.75,-.27250001,16.740601,.088979997
2,.83333331,-.30680001,16.618401,.088610001
2,.91666669,-.33809999,16.487499,.08828
2,1,-.36669999,16.3568,.087970003
2,1.0833334,-.39320001,16.2311,.087679997
2,1.1666666,-.41769999,16.112801,.087410003
2,1.25,-.44069999,16.0028,.087159999
2,1.3333334,-.4623,15.9017,.086929999
2,1.4166666,-.48249999,15.8096,.086709999
2,1.5,-.50169998,15.7263,.086499996
2,1.5833334,-.51990002,15.6517,.086300001
2,1.6666666,-.53719997,15.5855,.086120002
2,1.75,-.55369997,15.5278,.085940003
2,1.8333334,-.56950003,15.4787,.085770003
2,1.9166666,-.58459997,15.438,.085600004
