__SVJCKHsex,__SVJCKHxvar,__SVJCKHl,__SVJCKHm,__SVJCKHs
2,3.1666667,1,96.418701,.040410001
2,3.25,1,97.088501,.040569998
2,3.3333333,1,97.749298,.04073
2,3.4166667,1,98.401497,.040890001
2,3.5,1,99.0448,.041049998
2,3.5833333,1,99.679497,.041200001
2,3.6666667,1,100.3058,.04135
2,3.75,1,100.9238,.041499998
2,3.8333333,1,101.5337,.041639999
2,3.9166667,1,102.136,.041790001
2,4,1,102.7312,.041930001
2,4,1,101.54,.039670002
2,4.0830002,1,102.12,.039790001
2,4.1669998,1,102.71,.039919998
2,4.25,1,103.31,.040040001
2,4.3330002,1,103.91,.04016
2,4.4169998,1,104.53,.040279999
2,4.5,1,105.15,.040410001
2,4.5830002,1,105.77,.04053
2,4.6669998,1,106.4,.040649999
2,4.75,1,107.02,.040770002
2,4.8330002,1,107.64,.040879998
2,4.9169998,1,108.26,.040989999
2,5,1,108.86,.041099999
2,5.0830002,1,109.45,.041200001
2,5.1669998,1,110.03,.041299999
2,5.25,1,110.6,.0414
2,5.3330002,1,111.16,.04149
2,5.4169998,1,111.71,.04157
2,5.5,1,112.24,.041650001
2,5.5830002,1,112.77,.041730002
2,5.6669998,1,113.29,.0418
2,5.75,1,113.81,.041870002
2,5.8330002,1,114.32,.04194
2,5.9169998,1,114.82,.041999999
2,6,1,115.33,.042059999
2,6.0830002,1,115.83,.042119998
2,6.1669998,1,116.33,.042169999
2,6.25,1,116.82,.04222
2,6.3330002,1,117.31,.042270001
2,6.4169998,1,117.81,.042319998
2,6.5,1,118.3,.042369999
2,6.5830002,1,118.79,.042410001
2,6.6669998,1,119.28,.042459998
2,6.75,1,119.77,.0425
2,6.8330002,1,120.26,.042539999
2,6.9169998,1,120.77,.042580001
2,7,1,121.27,.042610001
2,7.0830002,1,121.77,.042649999
2,7.1669998,1,122.28,.042679999
2,7.25,1,122.79,.042709999
2,7.3330002,1,123.31,.04273
2,7.4169998,1,123.82,.04276
2,7.5,1,124.33,.042780001
2,7.5830002,1,124.84,.04281
2,7.6669998,1,125.34,.04284
2,7.75,1,125.85,.04287
2,7.8330002,1,126.35,.0429
2,7.9169998,1,126.85,.04293
2,8,1,127.34,.04298
2,8.0830002,1,127.82,.043019999
2,8.1669998,1,128.3,.043079998
2,8.25,1,128.75999,.043140002
2,8.3330002,1,129.23,.04321
2,8.4169998,1,129.69,.043280002
2,8.5,1,130.14,.043359999
2,8.5830002,1,130.59,.043450002
2,8.6669998,1,131.03,.043540001
2,8.75,1,131.48,.043639999
2,8.8330002,1,131.92,.043749999
2,8.9169998,1,132.37,.043869998
2,9,1,132.82001,.043990001
2,9.0830002,1,133.27,.044119999
2,9.1669998,1,133.73,.044259999
2,9.25,1,134.19,.044399999
2,9.3330002,1,134.64999,.044550002
2,9.4169998,1,135.12,.044709999
2,9.5,1,135.59,.04487
2,9.5830002,1,136.06,.04504
2,9.6669998,1,136.53,.04521
2,9.75,1,137,.04538
2,9.8330002,1,137.48,.045559999
2,9.9169998,1,137.95,.045740001
2,10,1,138.42999,.045929998
2,10.083,1,138.89999,.046119999
2,10.167,1,139.38,.046300001
2,10.25,1,139.86,.046489999
2,10.333,1,140.33,.046670001
2,10.417,1,140.81,.04685
2,10.5,1,141.28,.047019999
2,10.583,1,141.75999,.047189999
2,10.667,1,142.23,.047339998
2,10.75,1,142.71001,.047490001
2,10.833,1,143.17999,.047619998
2,10.917,1,143.64999,.047740001
2,11,1,144.12,.047850002
2,11.083,1,144.59,.047929998
2,11.167,1,145.06,.048
2,11.25,1,145.53,.048050001
2,11.333,1,146,.048080001
2,11.417,1,146.47,.04809
2,11.5,1,146.92999,.048080001
2,11.583,1,147.39999,.048050001
2,11.667,1,147.87,.047990002
2,11.75,1,148.34,.04792
2,11.833,1,148.82001,.047820002
2,11.917,1,149.28,.047699999
2,12,1,149.75999,.04755
2,12.083,1,150.24001,.047389999
2,12.167,1,150.71001,.04721
2,12.25,1,151.17999,.047010001
2,12.333,1,151.66,.046799999
2,12.417,1,152.13,.046569999
2,12.5,1,152.60001,.046319999
2,12.583,1,153.06,.04606
2,12.667,1,153.52,.045790002
2,12.75,1,153.96001,.045510001
2,12.833,1,154.41,.045219999
2,12.917,1,154.85001,.044920001
2,13,1,155.28,.04462
2,13.083,1,155.7,.04431
2,13.167,1,156.11,.044
2,13.25,1,156.52,.04369
2,13.333,1,156.91,.04338
2,13.417,1,157.28,.04307
2,13.5,1,157.64999,.04276
2,13.583,1,158,.04245
2,13.667,1,158.35001,.042149998
2,13.75,1,158.69,.041850001
2,13.833,1,159.00999,.041560002
2,13.917,1,159.31,.041269999
2,14,1,159.61,.041000001
2,14.083,1,159.89,.04073
2,14.167,1,160.16,.040460002
2,14.25,1,160.42,.040210001
2,14.333,1,160.67,.039969999
2,14.417,1,160.89999,.03974
2,14.5,1,161.12,.039519999
2,14.583,1,161.32001,.039310001
2,14.667,1,161.52,.039099999
2,14.75,1,161.71001,.03892
2,14.833,1,161.88,.038740002
2,14.917,1,162.03,.03858
2,15,1,162.17999,.038419999
2,15.083,1,162.32001,.038279999
2,15.167,1,162.44,.038150001
2,15.25,1,162.56,.038029999
2,15.333,1,162.66,.037919998
2,15.417,1,162.75999,.03782
2,15.5,1,162.85001,.037719999
2,15.583,1,162.92,.037640002
2,15.667,1,163,.037560001
2,15.75,1,163.06,.037489999
2,15.833,1,163.12,.03743
2,15.917,1,163.17999,.03737
2,16,1,163.22,.037319999
2,16.083,1,163.27,.037280001
2,16.167,1,163.3,.03723
2,16.25,1,163.34,.0372
2,16.333,1,163.37,.037160002
2,16.417,1,163.39999,.037129998
2,16.5,1,163.42,.037110001
2,16.583,1,163.45,.037080001
2,16.667,1,163.46001,.037069999
2,16.75,1,163.48,.037050001
2,16.833,1,163.49001,.037039999
2,16.917,1,163.5,.03703
2,17,1,163.50999,.037020002
2,17.083,1,163.50999,.037009999
2,17.167,1,163.52,.037009999
2,17.25,1,163.52,.037009999
2,17.333,1,163.52,.037009999
2,17.417,1,163.52,.037
2,17.5,1,163.53,.037
2,17.583,1,163.53,.036990002
2,17.667,1,163.53999,.036990002
2,17.75,1,163.55,.036979999
2,17.833,1,163.56,.036970001
2,17.917,1,163.57001,.036959998
2,18,1,163.57001,.03695
2,18.083,1,163.58,.03695
2,18.167,1,163.59,.036940001
2,18.25,1,163.60001,.036929999
2,18.333,1,163.60001,.036929999
2,18.417,1,163.61,.03692
2,18.5,1,163.61,.03692
2,18.583,1,163.62,.036910001
2,18.667,1,163.62,.036910001
2,18.75,1,163.62,.036910001
2,18.833,1,163.63,.036910001
2,18.917,1,163.63,.036910001
2,19,1,163.63,.036910001
2,19.083,1,163.63,.036910001
2,19.167,1,163.63,.036910001
2,19.25,1,163.63,.036910001
2,19.333,1,163.63,.036910001
2,19.417,1,163.63,.036910001
2,19.5,1,163.63,.036899999
2,19.583,1,163.63,.036899999
2,19.667,1,163.63,.036899999
2,19.75,1,163.63,.036899999
2,19.833,1,163.64,.036899999
2,19.917,1,163.64,.036899999
2,20,1,163.64,.036899999
