__SVJCKHsex,__SVJCKHxvar,__SVJCKHl,__SVJCKHm,__SVJCKHs
1,11.333,1,54.902,.0295
1,11.417,1,54.929001,.029510001
1,11.5,1,54.956001,.029519999
1,11.583,1,54.984001,.029519999
1,11.667,1,55.012001,.02953
1,11.75,1,55.040001,.02954
1,11.833,1,55.069,.029549999
1,11.917,1,55.098,.029549999
1,12,1,55.125999,.02956
1,12.083,1,55.154999,.02957
1,12.167,1,55.183998,.02957
1,12.25,1,55.214001,.029580001
1,12.333,1,55.243,.029589999
1,12.417,1,55.271999,.029589999
1,12.5,1,55.301998,.0296
1,12.583,1,55.332001,.029610001
1,12.667,1,55.362,.029610001
1,12.75,1,55.391998,.029619999
1,12.833,1,55.422001,.02963
1,12.917,1,55.452999,.02963
1,13,1,55.484001,.02964
1,13.083,1,55.514,.02964
1,13.167,1,55.546001,.029650001
1,13.25,1,55.576,.02966
1,13.333,1,55.608002,.02966
1,13.417,1,55.639,.02967
1,13.5,1,55.669998,.02967
1,13.583,1,55.701,.029680001
1,13.667,1,55.731998,.029689999
1,13.75,1,55.764,.029689999
1,13.833,1,55.794998,.0297
1,13.917,1,55.827,.0297
1,14,1,55.858002,.02971
1,14.083,1,55.889,.02971
1,14.167,1,55.921001,.029720001
1,14.25,1,55.952999,.029720001
1,14.333,1,55.983002,.02973
1,14.417,1,56.014,.02973
1,14.5,1,56.046001,.02974
1,14.583,1,56.077,.02974
1,14.667,1,56.108002,.029750001
1,14.75,1,56.139,.029750001
1,14.833,1,56.169998,.029759999
1,14.917,1,56.201,.029759999
1,15,1,56.231998,.02977
1,15.083,1,56.262001,.02977
1,15.167,1,56.292999,.02978
1,15.25,1,56.324001,.02978
1,15.333,1,56.354,.029789999
1,15.417,1,56.383999,.029789999
1,15.5,1,56.414001,.0298
1,15.583,1,56.444,.0298
1,15.667,1,56.473999,.0298
1,15.75,1,56.502998,.02981
1,15.833,1,56.533001,.02981
1,15.917,1,56.562,.029820001
1,16,1,56.591,.029820001
1,16.083,1,56.620998,.029829999
1,16.167,1,56.650002,.029829999
1,16.25,1,56.679001,.02984
1,16.333,1,56.707001,.02984
1,16.417,1,56.736,.02984
1,16.5,1,56.764,.029850001
1,16.583,1,56.792,.029850001
1,16.667,1,56.820999,.029850001
1,16.75,1,56.848999,.029859999
1,16.833,1,56.875999,.029859999
1,16.917,1,56.903999,.02987
1,17,1,56.931999,.02987
1,17.083,1,56.959999,.02987
1,17.167,1,56.987,.02988
1,17.25,1,57.014,.02988
1,17.333,1,57.041,.029890001
1,17.417,1,57.068001,.029890001
1,17.5,1,57.095001,.029890001
1,17.583,1,57.120998,.029899999
1,17.667,1,57.147999,.029899999
1,17.75,1,57.174,.029899999
1,17.833,1,57.201,.02991
1,17.917,1,57.227001,.02991
1,18,1,57.259998,.02991
2,-.057494868,1,34,.033399999
2,.03832991,1,34,.033399999
2,.03832991,1,35.2272,.032510001
2,.057494868,1,35.842999,.032310002
2,.076659821,1,36.376099,.03215
2,.083333336,1,36.546299,.032099999
2,.095824778,1,36.847198,.032019999
2,.11498974,1,37.271099,.031909999
2,.13415469,1,37.658401,.031819999
2,.15331964,1,38.016701,.03173
2,.16666667,1,38.252102,.031679999
2,.17248461,1,38.351601,.031660002
2,.19164956,1,38.667301,.031580001
2,.21081451,1,38.966099,.031520002
2,.22997947,1,39.250099,.031459998
2,.24914442,1,39.521,.031399999
2,.25,1,39.532799,.031399999
2,.33333334,1,40.581699,.03119
2,.41666666,1,41.459,.031020001
2,.5,1,42.199501,.03087
2,.58333331,1,42.828999,.030750001
2,.66666669,1,43.3671,.03063
2,.75,1,43.830002,.03053
2,.83333331,1,44.231899,.030440001
2,.91666669,1,44.5844,.03035
2,1,1,44.8965,.030270001
2,1.0833334,1,45.175201,.03019
2,1.1666666,1,45.426498,.03012
2,1.25,1,45.655102,.030060001
2,1.3333334,1,45.865002,.029990001
2,1.4166666,1,46.059799,.029929999
2,1.5,1,46.242401,.02987
2,1.5833334,1,46.415199,.029820001
2,1.6666666,1,46.580101,.02977
2,1.75,1,46.7384,.029720001
2,1.8333334,1,46.8913,.02967
2,1.9166666,1,47.039101,.029619999
2,2,1,47.182201,.02957
2,2,1,47.182201,.02957
2,2.0833333,1,47.3204,.02953
2,2.1666667,1,47.453602,.02949
2,2.25,1,47.581699,.029449999
2,2.3333333,1,47.704498,.029410001
2,2.4166667,1,47.821899,.029370001
2,2.5,1,47.933998,.02933
2,2.5833333,1,48.041,.02929
2,2.6666667,1,48.1432,.02926
2,2.75,1,48.240799,.02922
2,2.8333333,1,48.334301,.02919
2,2.9166667,1,48.423901,.02915
2,3,1,48.509899,.02912
2,3.0833333,1,48.592602,.02909
2,3.1666667,1,48.672199,.029060001
2,3.25,1,48.748901,.029030001
2,3.3333333,1,48.8228,.028999999
2,3.4166667,1,48.8941,.028969999
2,3.5,1,48.962898,.02894
2,3.5833333,1,49.0294,.02891
2,3.6666667,1,49.0937,.02888
2,3.75,1,49.155998,.028860001
2,3.8333333,1,49.2164,.028829999
2,3.9166667,1,49.275101,.0288
2,4,1,49.3321,.02878
2,4,1,51.104,.02342
2,4.0830002,1,51.155998,.023390001
